RUA ENGENHEIRO CAMILO COLLIER                                           GUARIBAS                                                                ARAPIRACA                                                               ALAGOAS                                                                 AL57303665 
RUA CASSIMIRO DIAS                                                      GUARIBAS                                                                ARAPIRACA                                                               ALAGOAS                                                                 AL57303440 
RUA EUCLIDES MARQUES DE SÁ                                              GUARIBAS                                                                ARAPIRACA                                                               ALAGOAS                                                                 AL57303530 
RUA JOSÉ LEÃO DE OLIVEIRA                                               GUARIBAS                                                                ARAPIRACA                                                               ALAGOAS                                                                 AL57303500 
RODOVIA AL-115                                                          GUARIBAS                                                                ARAPIRACA                                                               ALAGOAS                                                                 AL57303745 
RUA ALVINA NUNES DA SILVA                                               ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314090 
RUA AMÂNCIO MATIAS DA SILVA                                             ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314290 
RUA ARISTEU FERREIRA QUEIROZ                                            ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314020 
RUA CARLOS ALBERTO ALBUQUERQUE MELO                                     ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314100 
RUA CLAUDÊNIA MARIA DE MELO LIMA                                        ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314160 
RUA CLAUDETE MARIA DE MELO                                              ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314150 
RUA CUSTÓDIO JOSÉ DE MELO                                               ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314080 
RUA FRANCISCA GOMES FARIAS                                              ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314130 
RUA SANTA JOANA D'ARC                                                   ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314280 
RUA JOÃO FRANCISCO DE ALMEIDA                                           ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314310 
RUA JOÃO FRANCISCO NASCIMENTO                                           ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314070 
RUA JOÃO NUNES BARBOSA                                                  ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314110 
RUA JOSÉ CÍCERO FERREIRA                                                ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314040 
RUA JOSÉ FERREIRA DOS SANTOS                                            ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314060 
RUA JÚLIA PEREIRA VIANA DE MELO                                         ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314030 
RUA MANOEL MARCELINO ALBUQUERQUE                                        ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314120 
RUA PRESIDENTE GETÚLIO VARGAS                                           ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314050 
PRAÇA SERESTEIRO ALTEMAR DUTRA                                          ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314170 
RUA JOÃO ANTÔNIO DA SILVA                                               ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314140 
RODOVIA AL-220                                                          ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314190 
AVENIDA ELVIRA BARBOSA LOPES                                            ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314180 
RUA JOSÉ FERREIRA DA SILVA                                              ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314300 
AVENIDA MINERVINA FRANCISCA DA CONCEIÇÃO                                ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314095 
AVENIDA DEPUTADA CECI CUNHA                                             ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314105 
RODOVIA AL-110                                                          ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314200 
RUA NOSSA SENHORA DA SALETE                                             ITAPOÃ                                                                  ARAPIRACA                                                               ALAGOAS                                                                 AL57314175 
AVENIDA ANDRÉ AVELINO DA SILVA                                          JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307330 
PRAÇA ANTÔNIO DE OLIVEIRA SILVA                                         JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307450 
RUA ANTÔNIO ESTEVÃO DA SILVA                                            JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307600 
RUA ANTÔNIO LEÃO DE MELO                                                JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307660 
RUA ANTÔNIO MESSIAS                                                     JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307340 
RUA ANTÔNIO PEREIRA DE LIMA                                             JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307345 
RUA ANTÔNIO ROMUALDO OLIVEIRA                                           JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307630 
PRAÇA CORDEIRO LIMA                                                     JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307555 
RUA DEDÉ VIGARIO                                                        JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307670 
AVENIDA ELÍSIO NUNES SILVA                                              JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307390 
RUA ENOQUE LEITE                                                        JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307680 
RUA FRANCISCO RIBEIRO                                                   JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307570 
RUA GERALDO CAVALCANTE DE SOUZA                                         JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307550 
RUA ISABEL DE OLIVEIRA LIMA                                             JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307530 
PRAÇA JEOVÁ CAETANO                                                     JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307590 
RUA JOAQUIM BEZERRA PEREIRA                                             JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307690 
RUA JOAQUIM MOREIRA DA COSTA                                            JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307380 
RUA JOSÉ ANTÔNIO DOS SANTOS                                             JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307420 
RUA JOSÉ FRANCISCO VIANA                                                JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307540 
RUA JOSÉ GEREMIAS DA SILVA                                              JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307580 
PRAÇA JOSÉ ISIANO DE LIMA                                               JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307475 
AVENIDA JOSÉ LÚCIO DA SILVA                                             JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307430 
RUA JOSÉ SABINO SAMPAIO                                                 JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307700 
PRAÇA LIVINO NUNES DE ALBUQUERQUE                                       JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307500 
RUA VIGÁRIO LUIZ                                                        JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307710 
RUA MANOEL JOÃO DA SILVA                                                JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307410 
PRAÇA MARIA DAS DORES CARVALHO LIMA                                     JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307370 
RUA MARIA DE CASTRO TAVARES                                             JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307460 
RUA MARIA DE LOURDES VENTURA MANOELA                                    JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307510 
PRAÇA MENINO LUNI CARLOS LIMA                                           JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307565 
RUA PASTOR JOSÉ CÍCERO DE FARIAS                                        JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307440 
RUA PEDRO FERREIRA DE ALBUQUERQUE                                       JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307720 
RUA PEDRO LIVINO                                                        JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307520 
RUA RAIMUNDO XAVIER NASCIMENTO                                          JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307490 
RUA TEOTÔNIO VENTURA DE FARIAS                                          JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307320 
RUA JÚLIO PEREIRA BARBOSA                                               JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307360 
RUA MARIA ZITA PORTO                                                    JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307480 
RUA ANTÔNIO RODRIGUES DE CARVALHO                                       JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307640 
PRAÇA IVONE DE OLIVEIRA                                                 JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307470 
RUA JOSÉ RAIMUNDO                                                       JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307560 
RUA WOLFGANG AMADEUS MOZART                                             JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307400 
AVENIDA JOSÉ EMÍDIO DE LIMA                                             JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307350 
RUA JOSÉ MARCELO BARBOSA                                                JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307305 
RODOVIA AL-220                                                          JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307610 
PRAÇA MANOELA CORDEIRO LIMA                                             JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307545 
RUA ANTÔNIA ANGELINA DA SILVA                                           JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307760 
RUA MARCOS VALERIANO                                                    JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307770 
RUA 07-63                                                               JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307780 
RUA ANTENOR PEREIRA NUNES                                               JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307650 
RUA HELENA FERNANDES DE SOUZA                                           JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307315 
RUA RAIMUNDO DOS SANTOS                                                 JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307535 
RUA EXPEDICIONÁRIO BRASILEIRO                                           JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307355 
RUA LINO BARBOSA                                                        JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307310 
RUA MANOEL AFONSO MARANHÃO                                              JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307300 
RUA TIBÚRCIO VALERIANO                                                  JARDIM ESPERANÇA                                                        ARAPIRACA                                                               ALAGOAS                                                                 AL57307740 
RUA ADRIÃO HENRIQUE SILVA                                               JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316090 
PRAÇA AFRÂNIO SALGADO LAGES                                             JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316065 
RUA ANTÔNIO EVANGELISTA DA SILVA                                        JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316105 
RUA ANTÔNIO VITAL DA SILVA                                              JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316190 
RUA BELO MONTE                                                          JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316045 
RUA BOA ESPERANÇA                                                       JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316085 
RUA DAS FLORES                                                          JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316075 
RUA GENÉSIO RODRIGUES                                                   JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316175 
RUA GERÔNIMO ROCHA LIMA                                                 JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316020 
AVENIDA GOVERNADOR ANTÔNIO SIMEÃO LAMENHA FILHO                         JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316010 
RUA JAPARATINGA                                                         JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316035 
RUA JOSÉ LAELSON DE MELO                                                JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316055 
RUA JOSÉ TERTO                                                          JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316185 
RUA MARAGOGI                                                            JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316025 
RUA MARIA TERTO DA SILVA                                                JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316095 
RUA PADRE ANTÔNIO LIMA NETO                                             JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316040 
RUA SANTA FELICIDADE                                                    JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316070 
RUA DA SAUDADE                                                          JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316030 
PRAÇA TERTULIANO BARBOSA                                                JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316155 
RUA MARAVILHA                                                           JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316100 
RUA FORMOSA                                                             JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316080 
RUA DEPUTADO JOSÉ LÚCIO DE MELO                                         JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316180 
RUA MARIA ROGÉRIA BRITO                                                 JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316015 
RUA DIOCLÉCIO BALBINO DA SILVA                                          JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316170 
RUA PEDRO BALBINO                                                       JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316160 
RUA SÃO ROQUE                                                           JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316165 
RODOVIA AL-110                                                          JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316110 
RUA DOM PEDRO II                                                        JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316195 
RUA GOVERNADOR SILVESTRE PÉRICLES                                       JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316060 
RUA MARECHAL DEODORO DA FONSECA                                         JARDIM TROPICAL                                                         ARAPIRACA                                                               ALAGOAS                                                                 AL57316061 
RUA ABDIAS FRANCISCO DOS SANTOS                                         MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305210 
RUA ABEL MONTEIRO DE MAIA                                               MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305270 
RUA AFONSO PENA                                                         MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305310 
RUA AGOSTINHO SEVERINO DOS SANTOS                                       MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305240 
RUA ANTÔNIA LEITE                                                       MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305055 
RUA ANTÔNIO CAVALCANTE GAMA                                             MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305190 
RUA ANTÔNIO CLARINDO                                                    MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305230 
RUA ANTÔNIO ESTEVÃO SOBRINHO                                            MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305080 
RUA ANTÔNIO FARIAS LEAL                                                 MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305040 
RUA ANTÔNIO FERREIRA BARBOSA                                            MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305070 
RUA ANTÔNIA LEÃO DA SILVA                                               MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305300 
RUA ARIZONA                                                             MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305170 
RUA ATALAIA                                                             MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305100 
RUA AUGUSTO PEREIRA                                                     MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305120 
RUA BOM CONSELHO                                                        MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305130 
PRAÇA CÍCERO SALES BRASIL                                               MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305290 
RUA CORURIPE                                                            MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305065 
RUA DOMINGOS EVANGELISTA                                                MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305050 
PRAÇA GILVAN FERREIRA LEÃO                                              MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305250 
RUA JOÃO CAPRISTANO CORREIA                                             MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305280 
RUA JOÃO DOCA                                                           MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305020 
RUA JOSÉ MARIA DE LIMA                                                  MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305220 
RUA LUIZ DE SALES BRASIL                                                MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305140 
RUA MANÉ GARRINCHA                                                      MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305060 
RUA MANOEL CORREIA DE MACÊDO                                            MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305200 
RUA MANOEL LUCINDO DA SILVA                                             MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305180 
RUA MANOEL TELES                                                        MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305030 
RUA PEDRO ZUMBÁ                                                         MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305260 
RUA PORTO CALVO                                                         MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305195 
RUA SEVERINO BORGES                                                     MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305320 
RUA TAQUARANA                                                           MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305160 
RUA IGACI                                                               MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305110 
RUA IPIRANGA                                                            MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305090 
RUA AUGUSTO JOSÉ DA SILVA                                               MANOEL TELES                                                            ARAPIRACA                                                               ALAGOAS                                                                 AL57305075 
