RUA TANCREDO NEVES                                                      SÃO LÁZARO                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908530 
RUA B                                                                   SÃO LÁZARO                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908740 
AVENIDA JOÃO FALCONERY DE SENA                                          SÃO LÁZARO                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908400 
AVENIDA JOSÉ FERREIRA DO AMARAL                                         SÃO LÁZARO                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908420 
AVENIDA JOSÉ LINO RAMOS                                                 SÃO LÁZARO                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908460 
TRAVESSA PORCINA DE MELO                                                SÃO LÁZARO                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908405 
ALAMEDA JOSÉ VIANA                                                      SÃO LÁZARO                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908735 
AVENIDA JOÃO DE AZEVEDO TAVARES                                         SÃO LÁZARO                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908445 
RUA FLORIANO WALDEK                                                     SÃO LÁZARO                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908485 
AVENIDA ANTÔNIO COELHO DE CARVALHO                                      TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901035 
AVENIDA CLODÓVIO COELHO                                                 TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901110 
AVENIDA DIÓGENES SILVA                                                  TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901090 
RUA ELIÉZER LEVY                                                        TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900140 
RUA GENERAL RONDON                                                      TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900130 
RUA HAMILTON SILVA                                                      TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901140 
RUA JOVINO DINOÁ                                                        TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901120 
RUA LEOPOLDO MACHADO                                                    TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901130 
RUA MANOEL EUDÓXIO PEREIRA                                              TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901150 
VILA MONTESE                                                            TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900025 
RUA ODILARDO SILVA                                                      TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900150 
AVENIDA PRIMEIRO DE MAIO                                                TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901100 
RUA TIRADENTES                                                          TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900120 
AVENIDA PEDRO BAIÃO                                                     TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901015 
AVENIDA FELICIANO COELHO                                                TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901025 
AVENIDA CÔNEGO DOMINGOS MALTÊS                                          TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901050 
AVENIDA MARIA QUITÉRIA                                                  TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901060 
AVENIDA ATAÍDE TEIVE                                                    TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901040 
AVENIDA ACELINO DE LEÃO                                                 TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900300 
AVENIDA HENRIQUE GALÚCIO                                                TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900115 
AVENIDA DOUTOR RAIMUNDO GONÇALVES TOCANTINS                             TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900240 
AVENIDA SEIS DE SETEMBRO                                                TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900135 
AVENIDA DESIDÉRIO ANTÔNIO COELHO                                        TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68900125 
PRAÇA NOSSA SENHORA DA CONCEIÇÃO                                        TREM                                                                    MACAPÁ                                                                  AMAPÁ                                                                   AP68901045 
RUA TRIBUNÍCIA                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907280 
AVENIDA CARTAGENEZES                                                    RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907270 
RUA CENTURIÃO                                                           RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907290 
RUA TUCIDETES                                                           RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907300 
AVENIDA DAS ELITES                                                      RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907310 
RUA SOCIALISMO                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907320 
RUA ITALIOTA                                                            RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907330 
RUA GRÉCIA                                                              RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907340 
AVENIDA EGITO                                                           RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907350 
RUA MESOPOTÂMIA                                                         RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907360 
ALAMEDA PEREÂNIO                                                        RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907370 
ALAMEDA POLONESO                                                        RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907380 
RUA ROMA                                                                RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907390 
ALAMEDA TRÓIA                                                           RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907400 
ALAMEDA CORITO                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907410 
RUA BIZÂNCIO                                                            RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907420 
ALAMEDA MICENAS                                                         RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907430 
ALAMEDA CRETA                                                           RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907010 
ALAMEDA ITÁLIA                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907020 
RUA LIBERDADE                                                           RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907030 
AVENIDA PITÁGORAS                                                       RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907040 
AVENIDA HERÓDOTO                                                        RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907050 
AVENIDA SOLIDÁRIOS                                                      RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907060 
AVENIDA FRATERNIDADE                                                    RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907070 
AVENIDA IGUALDADE                                                       RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907080 
AVENIDA POLIS                                                           RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907090 
AVENIDA LACÔNIA                                                         RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907100 
AVENIDA GERUSA                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907110 
RUA ESPERIMENTOS                                                        RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907120 
AVENIDA CLASSICISMO                                                     RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907130 
AVENIDA PLATÃO                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907140 
AVENIDA ARISTÓTELES                                                     RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907150 
AVENIDA MICHELÂNGELO                                                    RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907160 
AVENIDA BALCANS                                                         RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907170 
AVENIDA ALEXANDRA LEMOS                                                 RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907180 
AVENIDA RACIONALISMO                                                    RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907190 
RUA ANTROPOCENTRISMO                                                    RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907200 
RUA METECOS                                                             RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907210 
RUA MAR TIRENO                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907220 
RUA MAIÊUTICA                                                           RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907230 
RUA EDI                                                                 RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907240 
RUA ILUMINISMO                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907250 
RUA PRETORES                                                            RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907260 
RUA CONSTANTINOPLAS                                                     RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907440 
AVENIDA RAVENA                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907450 
AVENIDA ESPARTA                                                         RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907460 
ALAMEDA HUMANISMO                                                       RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907470 
ALAMEDA MAR VERMELHO                                                    RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907480 
RUA OSÉAS DE OLIVEIRA                                                   RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907490 
RUA CONSTELAÇÃO DE DELLOS                                               RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907500 
RUA DAS CLASSES                                                         RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907510 
RUA ESPÓLIO                                                             RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907520 
AVENIDA MAR EGEU                                                        RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907530 
RUA MONALISA                                                            RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907540 
AVENIDA RAFAEL SÂNSIO                                                   RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907550 
AVENIDA LEONARDO DA VINCI                                               RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907560 
AVENIDA MACEDÔNIA                                                       RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907570 
AVENIDA DERSIA                                                          RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907580 
RUA LICÍNIAS                                                            RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907590 
TRAVESSA EPÁTRIDAS                                                      RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907600 
TRAVESSA ELITISMO                                                       RENASCER                                                                MACAPÁ                                                                  AMAPÁ                                                                   AP68907610 
RUA ALCEU PAULO RAMOS                                                   NOVO HORIZONTE                                                          MACAPÁ                                                                  AMAPÁ                                                                   AP68909800 
RUA ANTÔNIO FLEXA DA COSTA                                              NOVO HORIZONTE                                                          MACAPÁ                                                                  AMAPÁ                                                                   AP68909810 
AVENIDA ANTÔNIO PICANÇO E SILVA                                         NOVO HORIZONTE                                                          MACAPÁ                                                                  AMAPÁ                                                                   AP68909820 
RUA JOÃO DE DEUS                                                        NOVO HORIZONTE                                                          MACAPÁ                                                                  AMAPÁ                                                                   AP68909805 
AVENIDA SEBASTIÃO LAMARÃO                                               NOVO HORIZONTE                                                          MACAPÁ                                                                  AMAPÁ                                                                   AP68909815 
AVENIDA RAIMUNDO DE SOUZA MESQUITA                                      CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905010 
AVENIDA NOSSA SENHORA DO CARMO                                          CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905020 
AVENIDA NOSSA SENHORA DAS GRAÇAS                                        CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905030 
RUA NOSSA SENHORA DE NAZARÉ                                             CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905040 
AVENIDA MANOEL DOMINGOS MEDINA                                          CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905050 
AVENIDA NOSSA SENHORA APARECIDA                                         CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905060 
AVENIDA JUAREZ BOAS NOVAS                                               CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905070 
AVENIDA MANOEL CARDOSO                                                  CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905080 
AVENIDA DEZENOVE DE MARÇO                                               CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905090 
AVENIDA OITO DE DEZEMBRO                                                CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905100 
AVENIDA QUINZE DE NOVEMBRO                                              CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905110 
RUA ARIOSVALDO COELHO CAXIAS                                            CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905120 
PASSAGEM ROSA DOS VENTOS                                                CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905130 
PASSAGEM ORQUÍDEAS                                                      CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905140 
PASSAGEM FLOR DE LIS                                                    CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905150 
PASSAGEM JASMIM                                                         CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905160 
RUA SANTA MARIA                                                         CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905170 
RUA SÃO BENEDITO                                                        CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905180 
RUA SÃO BRAZ                                                            CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905190 
RUA SANTA CRUZ                                                          CIDADE NOVA                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68905200 
TRAVESSA DOUTOR ANDRÉ LUÍS                                              INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908850 
RUA TONY TAVARES                                                        INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908860 
RUA PEDRO PETICOV                                                       INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908870 
RUA MARIA NEUZA DO CARMO                                                INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908880 
PASSAGEM JORGE BASILE                                                   INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908890 
PASSAGEM HÉRCULES                                                       INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908855 
PASSAGEM CATALINA                                                       INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908865 
PASSAGEM DOUGLAS                                                        INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908875 
PASSAGEM DOS BANDEIRANTES                                               INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908885 
PASSAGEM JOAQUIM NAVEGANTES                                             INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908895 
RUA RIO AMAZONAS                                                        INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908851 
AVENIDA MARIA PEREIRA CARDOSO                                           INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908852 
PASSAGEM TUCANO                                                         INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908853 
PASSAGEM BÚFALO                                                         INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908854 
PASSAGEM QUATORZE BIS                                                   INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908857 
PASSAGEM JOSÉ FERREIRA DA PAZ                                           INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908858 
PASSAGEM PEDRO FURTADO                                                  INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908859 
PASSAGEM JOSEFA BANHA                                                   INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908861 
PASSAGEM JONATHA BEZERRA                                                INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908862 
PASSAGEM JOSÉ BARBOSA                                                   INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908863 
AVENIDA ADOLFO DE MENEZES                                               INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908864 
AVENIDA ANDRÉ LUÍS                                                      INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908867 
PASSAGEM ALBATROZ                                                       INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908868 
RUA EMÍLIO MÉDICE                                                       INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908869 
AVENIDA MARECHAL BRAGA                                                  INFRAERO I                                                              MACAPÁ                                                                  AMAPÁ                                                                   AP68908856 
RUA PORTO ALEGRE                                                        INFRAERO II                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68908005 
AVENIDA CID BORGES DE SANTANA                                           INFRAERO II                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68908006 
RUA ANANINDEUA                                                          INFRAERO II                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68908007 
RUA BOA VISTA                                                           INFRAERO II                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68908008 
RUA BELÉM                                                               INFRAERO II                                                             MACAPÁ                                                                  AMAPÁ                                                                   AP68908009 
